loci	value	label
86	86	0.0137676144166678	J(x)
87	87	0.0137676144166678	J(x)
88	88	0.013985386351696	J(x)
89	89	0.0144249200033047	J(x)
90	90	0.0146466727063456	J(x)
91	91	0.0146466727063456	J(x)
92	92	0.0148697434136259	J(x)
93	93	0.0146466727063456	J(x)
94	94	0.0148697434136259	J(x)
95	95	0.0146466727063456	J(x)
96	96	0.0144249200033047	J(x)
97	97	0.0142044897258025	J(x)
98	98	0.0131223334980325	J(x)
99	99	0.012698889292848	J(x)
100	100	0.0112599394417663	J(x)
101	101	0.0100809504010687	J(x)
102	102	0.00770501535511278	J(x)
103	103	0.00589449208302605	J(x)
104	104	0.00469947976611293	J(x)
105	105	0.00400724217200796	J(x)
106	106	0.00348491781482042	J(x)
107	107	0.00323453820419467	J(x)
108	108	0.00311209506008017	J(x)
109	109	0.0027559413657987	J(x)
110	110	0.0027559413657987	J(x)
111	111	0.00264100434920086	J(x)
112	112	0.0027559413657987	J(x)
113	113	0.00252798705317204	J(x)
114	114	0.00264100434920086	J(x)
115	115	0.00287278023227452	J(x)
116	116	0.00311209506008017	J(x)
117	117	0.00335881750094477	J(x)
118	118	0.00311209506008017	J(x)
119	119	0.00323453820419467	J(x)
120	120	0.00287278023227452	J(x)
121	121	0.00323453820419467	J(x)
122	122	0.00311209506008017	J(x)
123	123	0.00335881750094477	J(x)
124	124	0.00323453820419467	J(x)
125	125	0.00323453820419467	J(x)
126	126	0.00335881750094477	J(x)
127	127	0.00335881750094477	J(x)
128	128	0.00335881750094477	J(x)
129	129	0.00348491781482042	J(x)
130	130	0.00323453820419467	J(x)
131	131	0.00361282447113821	J(x)
132	132	0.00374252323222468	J(x)
133	133	0.00348491781482042	J(x)
134	134	0.00348491781482042	J(x)
135	135	0.00361282447113821	J(x)
136	136	0.00374252323222468	J(x)
137	137	0.00361282447113821	J(x)
138	138	0.00387400027531467	J(x)
139	139	0.00400724217200796	J(x)
140	140	0.00455760249394027	J(x)
141	141	0.00469947976611293	J(x)
142	142	0.00498829790797312	J(x)
143	143	0.00513521677362607	J(x)
144	144	0.00558588600589827	J(x)
145	145	0.00528379460856688	J(x)
146	146	0.005434021057684	J(x)
147	147	0.00558588600589827	J(x)
148	148	0.00513521677362607	J(x)
149	149	0.00469947976611293	J(x)
150	150	0.00469947976611293	J(x)
151	151	0.00455760249394027	J(x)
152	152	0.00455760249394027	J(x)
153	153	0.00427896867097272	J(x)
154	154	0.00387400027531467	J(x)
155	155	0.00387400027531467	J(x)
156	156	0.00348491781482042	J(x)
157	157	0.00374252323222468	J(x)
158	158	0.00387400027531467	J(x)
159	159	0.00374252323222468	J(x)
160	160	0.00387400027531467	J(x)
161	161	0.00400724217200796	J(x)
162	162	0.00414223586914432	J(x)
163	163	0.00414223586914432	J(x)
164	164	0.00441742822250296	J(x)
165	165	0.00441742822250296	J(x)
166	166	0.00414223586914432	J(x)
167	167	0.00414223586914432	J(x)
168	168	0.00400724217200796	J(x)
169	169	0.00374252323222468	J(x)
170	170	0.00400724217200796	J(x)
171	171	0.00374252323222468	J(x)
172	172	0.00387400027531467	J(x)
173	173	0.00374252323222468	J(x)
174	174	0.00361282447113821	J(x)
175	175	0.00335881750094477	J(x)
176	176	0.00323453820419467	J(x)
177	177	0.00299150369064653	J(x)
178	178	0.0027559413657987	J(x)
179	179	0.00299150369064653	J(x)
180	180	0.00311209506008017	J(x)
181	181	0.00361282447113821	J(x)
182	182	0.00400724217200796	J(x)
183	183	0.00374252323222468	J(x)
184	184	0.00361282447113821	J(x)
185	185	0.00387400027531467	J(x)
186	186	0.00441742822250296	J(x)
187	187	0.00455760249394027	J(x)
188	188	0.0048430486168124	J(x)
189	189	0.00498829790797312	J(x)
190	190	0.00513521677362607	J(x)
191	191	0.005434021057684	J(x)
192	192	0.00558588600589827	J(x)
193	193	0.00573937956866903	J(x)
194	194	0.005434021057684	J(x)
195	195	0.00513521677362607	J(x)
196	196	0.00498829790797312	J(x)
197	197	0.00513521677362607	J(x)
198	198	0.00498829790797312	J(x)
199	199	0.0048430486168124	J(x)
200	200	0.00469947976611293	J(x)
201	201	0.0048430486168124	J(x)
202	202	0.00469947976611293	J(x)
203	203	0.00469947976611293	J(x)
204	204	0.005434021057684	J(x)
205	205	0.00528379460856688	J(x)
206	206	0.00498829790797312	J(x)
207	207	0.00469947976611293	J(x)
208	208	0.00528379460856688	J(x)
209	209	0.00498829790797312	J(x)
210	210	0.00513521677362607	J(x)
211	211	0.00513521677362607	J(x)
212	212	0.00469947976611293	J(x)
213	213	0.00469947976611293	J(x)
214	214	0.00441742822250296	J(x)
215	215	0.00414223586914432	J(x)
216	216	0.00387400027531467	J(x)
217	217	0.00374252323222468	J(x)
218	218	0.00361282447113821	J(x)
219	219	0.00387400027531467	J(x)
220	220	0.00387400027531467	J(x)
221	221	0.00361282447113821	J(x)
222	222	0.00323453820419467	J(x)
223	223	0.00287278023227452	J(x)
224	224	0.00241690799987822	J(x)
225	225	0.00230778640531493	J(x)
226	226	0.00220064222569391	J(x)
227	227	0.00220064222569391	J(x)
228	228	0.00189128594808379	J(x)
229	229	0.00179226769020101	J(x)
230	230	0.00160052767996289	J(x)
231	231	0.0016953397095095	J(x)
232	232	0.00160052767996289	J(x)
233	233	0.00141736044534639	J(x)
234	234	0.00141736044534639	J(x)
235	235	0.00115919812240195	J(x)
236	236	0.00115919812240195	J(x)
237	237	0.00115919812240195	J(x)
238	238	0.000921750137026975	J(x)
239	239	0.000998535848946118	J(x)
240	240	0.000998535848946118	J(x)
241	241	0.000847383344335163	J(x)
242	242	0.000998535848946118	J(x)
243	243	0.000921750137026975	J(x)
244	244	0.000847383344335163	J(x)
245	245	0.000847383344335163	J(x)
246	246	0.000847383344335163	J(x)
247	247	0.000847383344335163	J(x)
248	248	0.000847383344335163	J(x)
249	249	0.000775480579767667	J(x)
250	250	0.000775480579767667	J(x)
251	251	0.000847383344335163	J(x)
252	252	0.000998535848946118	J(x)
253	253	0.000998535848946118	J(x)
254	254	0.00124299807012617	J(x)
255	255	0.00124299807012617	J(x)
256	256	0.00150785850922555	J(x)
257	257	0.00199236994793638	J(x)
258	258	0.00189128594808379	J(x)
259	259	0.00199236994793638	J(x)
260	260	0.00220064222569391	J(x)
261	261	0.00220064222569391	J(x)
262	262	0.00241690799987822	J(x)
263	263	0.00252798705317204	J(x)
264	264	0.0027559413657987	J(x)
265	265	0.00299150369064653	J(x)
266	266	0.00323453820419467	J(x)
267	267	0.00361282447113821	J(x)
268	268	0.00361282447113821	J(x)
269	269	0.00361282447113821	J(x)
270	270	0.00469947976611293	J(x)
271	271	0.00528379460856688	J(x)
272	272	0.005434021057684	J(x)
273	273	0.00528379460856688	J(x)
274	274	0.00498829790797312	J(x)
275	275	0.00513521677362607	J(x)
276	276	0.00513521677362607	J(x)
277	277	0.00498829790797312	J(x)
278	278	0.0048430486168124	J(x)
279	279	0.0048430486168124	J(x)
280	280	0.0048430486168124	J(x)
281	281	0.0048430486168124	J(x)
282	282	0.00469947976611293	J(x)
283	283	0.00498829790797312	J(x)
284	284	0.00558588600589827	J(x)
285	285	0.00513521677362607	J(x)
286	286	0.00498829790797312	J(x)
287	287	0.00558588600589827	J(x)
288	288	0.00558588600589827	J(x)
289	289	0.00558588600589827	J(x)
290	290	0.0048430486168124	J(x)
291	291	0.00455760249394027	J(x)
292	292	0.00427896867097272	J(x)
293	293	0.00427896867097272	J(x)
294	294	0.00427896867097272	J(x)
295	295	0.00441742822250296	J(x)
296	296	0.00414223586914432	J(x)
297	297	0.00387400027531467	J(x)
298	298	0.00387400027531467	J(x)
299	299	0.00348491781482042	J(x)
300	300	0.00374252323222468	J(x)
301	301	0.00400724217200796	J(x)
302	302	0.00348491781482042	J(x)
303	303	0.00400724217200796	J(x)
304	304	0.00427896867097272	J(x)
305	305	0.00414223586914432	J(x)
306	306	0.00469947976611293	J(x)
307	307	0.00441742822250296	J(x)
308	308	0.00498829790797312	J(x)
309	309	0.00528379460856688	J(x)
310	310	0.00573937956866903	J(x)
311	311	0.00573937956866903	J(x)
312	312	0.0060512140990901	J(x)
313	313	0.00589449208302605	J(x)
314	314	0.00653094568951374	J(x)
315	315	0.0071925816977737	J(x)
316	316	0.00736186263780259	J(x)
317	317	0.00753267642321285	J(x)
318	318	0.00770501535511278	J(x)
319	319	0.00736186263780259	J(x)
320	320	0.00736186263780259	J(x)
321	321	0.0071925816977737	J(x)
322	322	0.00736186263780259	J(x)
323	323	0.00702484145093118	J(x)
324	324	0.0071925816977737	J(x)
325	325	0.00736186263780259	J(x)
326	326	0.00736186263780259	J(x)
327	327	0.00702484145093118	J(x)
328	328	0.0071925816977737	J(x)
329	329	0.00736186263780259	J(x)
330	330	0.00770501535511278	J(x)
331	331	0.00770501535511278	J(x)
332	332	0.00753267642321285	J(x)
333	333	0.0071925816977737	J(x)
334	334	0.00736186263780259	J(x)
335	335	0.00753267642321285	J(x)
336	336	0.00736186263780259	J(x)
337	337	0.00753267642321285	J(x)
338	338	0.00736186263780259	J(x)
339	339	0.00685864989906378	J(x)
340	340	0.00653094568951374	J(x)
341	341	0.00573937956866903	J(x)
342	342	0.0048430486168124	J(x)
343	343	0.00469947976611293	J(x)
344	344	0.0048430486168124	J(x)
345	345	0.00441742822250296	J(x)
346	346	0.00528379460856688	J(x)
347	347	0.00441742822250296	J(x)
348	348	0.00400724217200796	J(x)
349	349	0.00387400027531467	J(x)
350	350	0.00400724217200796	J(x)
351	351	0.00400724217200796	J(x)
352	352	0.00374252323222468	J(x)
353	353	0.00387400027531467	J(x)
354	354	0.00387400027531467	J(x)
355	355	0.00374252323222468	J(x)
356	356	0.00374252323222468	J(x)
357	357	0.00374252323222468	J(x)
358	358	0.00387400027531467	J(x)
359	359	0.00414223586914432	J(x)
360	360	0.00441742822250296	J(x)
361	361	0.00414223586914432	J(x)
362	362	0.00387400027531467	J(x)
363	363	0.00387400027531467	J(x)
364	364	0.00387400027531467	J(x)
365	365	0.00361282447113821	J(x)
366	366	0.00361282447113821	J(x)
367	367	0.00361282447113821	J(x)
368	368	0.00348491781482042	J(x)
369	369	0.00335881750094477	J(x)
370	370	0.00311209506008017	J(x)
371	371	0.00311209506008017	J(x)
372	372	0.00323453820419467	J(x)
373	373	0.00348491781482042	J(x)
374	374	0.00348491781482042	J(x)
375	375	0.00335881750094477	J(x)
376	376	0.00335881750094477	J(x)
377	377	0.00323453820419467	J(x)
378	378	0.00335881750094477	J(x)
379	379	0.00335881750094477	J(x)
380	380	0.00335881750094477	J(x)
381	381	0.00311209506008017	J(x)
382	382	0.00287278023227452	J(x)
383	383	0.00287278023227452	J(x)
384	384	0.00264100434920086	J(x)
385	385	0.00252798705317204	J(x)
386	386	0.00220064222569391	J(x)
387	387	0.00189128594808379	J(x)
388	388	0.00189128594808379	J(x)
389	389	0.00160052767996289	J(x)
390	390	0.00160052767996289	J(x)
391	391	0.00141736044534639	J(x)
392	392	0.00141736044534639	J(x)
393	393	0.00132906319706845	J(x)
394	394	0.00107769834147501	J(x)
395	395	0.000998535848946118	J(x)
396	396	0.000998535848946118	J(x)
397	397	0.000998535848946118	J(x)
398	398	0.000921750137026975	J(x)
399	399	0.000921750137026975	J(x)
400	400	0.00107769834147501	J(x)
401	401	0.00107769834147501	J(x)
402	402	0.00115919812240195	J(x)
403	403	0.000921750137026975	J(x)
404	404	0.000921750137026975	J(x)
405	405	0.000921750137026975	J(x)
406	406	0.000998535848946118	J(x)
407	407	0.000775480579767667	J(x)
408	408	0.000847383344335163	J(x)
409	409	0.000775480579767667	J(x)
410	410	0.000706090305931509	J(x)
411	411	0.000847383344335163	J(x)
412	412	0.000847383344335163	J(x)
413	413	0.000639264797176899	J(x)
414	414	0.000639264797176899	J(x)
415	415	0.000775480579767667	J(x)
416	416	0.000775480579767667	J(x)
417	417	0.000921750137026975	J(x)
418	418	0.000921750137026975	J(x)
419	419	0.000998535848946118	J(x)
420	420	0.000998535848946118	J(x)
421	421	0.00107769834147501	J(x)
422	422	0.00115919812240195	J(x)
423	423	0.00115919812240195	J(x)
424	424	0.00115919812240195	J(x)
425	425	0.00115919812240195	J(x)
426	426	0.00124299807012617	J(x)
427	427	0.00141736044534639	J(x)
428	428	0.00160052767996289	J(x)
429	429	0.00189128594808379	J(x)
430	430	0.00189128594808379	J(x)
431	431	0.00199236994793638	J(x)
432	432	0.00199236994793638	J(x)
433	433	0.00209549620837469	J(x)
434	434	0.00241690799987822	J(x)
435	435	0.00230778640531493	J(x)
436	436	0.00241690799987822	J(x)
437	437	0.00209549620837469	J(x)
438	438	0.00209549620837469	J(x)
439	439	0.00220064222569391	J(x)
440	440	0.00220064222569391	J(x)
441	441	0.00230778640531493	J(x)
442	442	0.00287278023227452	J(x)
443	443	0.00287278023227452	J(x)
444	444	0.00299150369064653	J(x)
445	445	0.00299150369064653	J(x)
446	446	0.00299150369064653	J(x)
447	447	0.00252798705317204	J(x)
448	448	0.00252798705317204	J(x)
449	449	0.00230778640531493	J(x)
450	450	0.0027559413657987	J(x)
451	451	0.00287278023227452	J(x)
452	452	0.00299150369064653	J(x)
453	453	0.00299150369064653	J(x)
454	454	0.00299150369064653	J(x)
455	455	0.00299150369064653	J(x)
456	456	0.00299150369064653	J(x)
457	457	0.00323453820419467	J(x)
458	458	0.00335881750094477	J(x)
459	459	0.00335881750094477	J(x)
460	460	0.00323453820419467	J(x)
461	461	0.00299150369064653	J(x)
462	462	0.00287278023227452	J(x)
463	463	0.0027559413657987	J(x)
464	464	0.0027559413657987	J(x)
465	465	0.00241690799987822	J(x)
466	466	0.00230778640531493	J(x)
467	467	0.00241690799987822	J(x)
468	468	0.00230778640531493	J(x)
469	469	0.00199236994793638	J(x)
470	470	0.00209549620837469	J(x)
471	471	0.00199236994793638	J(x)
472	472	0.00199236994793638	J(x)
473	473	0.00199236994793638	J(x)
474	474	0.00179226769020101	J(x)
475	475	0.00160052767996289	J(x)
476	476	0.00179226769020101	J(x)
477	477	0.0016953397095095	J(x)
478	478	0.0016953397095095	J(x)
479	479	0.00150785850922555	J(x)
480	480	0.00150785850922555	J(x)
481	481	0.00160052767996289	J(x)
482	482	0.00160052767996289	J(x)
483	483	0.00132906319706845	J(x)
484	484	0.00150785850922555	J(x)
485	485	0.00124299807012617	J(x)
486	486	0.00124299807012617	J(x)
487	487	0.00115919812240195	J(x)
488	488	0.00115919812240195	J(x)
489	489	0.00132906319706845	J(x)
490	490	0.00124299807012617	J(x)
491	491	0.00115919812240195	J(x)
492	492	0.00107769834147501	J(x)
493	493	0.00150785850922555	J(x)
494	494	0.00141736044534639	J(x)
495	495	0.00150785850922555	J(x)
496	496	0.00150785850922555	J(x)
497	497	0.00141736044534639	J(x)
498	498	0.00141736044534639	J(x)
499	499	0.00150785850922555	J(x)
500	500	0.0016953397095095	J(x)
501	501	0.00160052767996289	J(x)
502	502	0.00160052767996289	J(x)
503	503	0.0016953397095095	J(x)
504	504	0.00160052767996289	J(x)
505	505	0.00160052767996289	J(x)
506	506	0.00150785850922555	J(x)
507	507	0.00141736044534639	J(x)
508	508	0.00141736044534639	J(x)
509	509	0.0016953397095095	J(x)
510	510	0.0016953397095095	J(x)
511	511	0.00160052767996289	J(x)
512	512	0.0016953397095095	J(x)
513	513	0.00179226769020101	J(x)
514	514	0.00179226769020101	J(x)
515	515	0.00179226769020101	J(x)
516	516	0.00199236994793638	J(x)
517	517	0.00179226769020101	J(x)
518	518	0.00179226769020101	J(x)
519	519	0.00179226769020101	J(x)
520	520	0.00160052767996289	J(x)
521	521	0.0016953397095095	J(x)
522	522	0.0016953397095095	J(x)
523	523	0.00160052767996289	J(x)
524	524	0.00150785850922555	J(x)
525	525	0.00160052767996289	J(x)
526	526	0.00150785850922555	J(x)
527	527	0.00132906319706845	J(x)
528	528	0.00132906319706845	J(x)
529	529	0.00132906319706845	J(x)
530	530	0.00124299807012617	J(x)
531	531	0.00160052767996289	J(x)
532	532	0.00160052767996289	J(x)
533	533	0.00160052767996289	J(x)
534	534	0.00179226769020101	J(x)
535	535	0.00199236994793638	J(x)
536	536	0.00209549620837469	J(x)
537	537	0.00209549620837469	J(x)
538	538	0.00199236994793638	J(x)
539	539	0.00179226769020101	J(x)
540	540	0.00189128594808379	J(x)
541	541	0.0016953397095095	J(x)
542	542	0.00160052767996289	J(x)
543	543	0.0016953397095095	J(x)
544	544	0.00199236994793638	J(x)
545	545	0.00209549620837469	J(x)
546	546	0.00209549620837469	J(x)
547	547	0.00209549620837469	J(x)
548	548	0.00199236994793638	J(x)
549	549	0.00199236994793638	J(x)
550	550	0.00199236994793638	J(x)
551	551	0.00189128594808379	J(x)
552	552	0.00189128594808379	J(x)
553	553	0.00179226769020101	J(x)
554	554	0.00189128594808379	J(x)
555	555	0.00189128594808379	J(x)
556	556	0.00199236994793638	J(x)
557	557	0.00179226769020101	J(x)
558	558	0.00199236994793638	J(x)
559	559	0.00199236994793638	J(x)
560	560	0.00199236994793638	J(x)
561	561	0.00189128594808379	J(x)
562	562	0.00179226769020101	J(x)
563	563	0.00160052767996289	J(x)
564	564	0.00141736044534639	J(x)
565	565	0.00132906319706845	J(x)
566	566	0.00141736044534639	J(x)
567	567	0.00141736044534639	J(x)
568	568	0.00141736044534639	J(x)
569	569	0.00132906319706845	J(x)
570	570	0.00115919812240195	J(x)
571	571	0.000998535848946118	J(x)
572	572	0.000998535848946118	J(x)
573	573	0.00115919812240195	J(x)
574	574	0.00132906319706845	J(x)
575	575	0.00132906319706845	J(x)
576	576	0.00141736044534639	J(x)
577	577	0.00124299807012617	J(x)
578	578	0.00124299807012617	J(x)
579	579	0.00124299807012617	J(x)
580	580	0.00115919812240195	J(x)
581	581	0.00115919812240195	J(x)
582	582	0.00124299807012617	J(x)
583	583	0.00150785850922555	J(x)
584	584	0.00141736044534639	J(x)
585	585	0.00124299807012617	J(x)
586	586	0.00124299807012617	J(x)
587	587	0.00141736044534639	J(x)
588	588	0.00141736044534639	J(x)
589	589	0.00141736044534639	J(x)
590	590	0.0016953397095095	J(x)
591	591	0.00189128594808379	J(x)
592	592	0.00199236994793638	J(x)
593	593	0.00199236994793638	J(x)
594	594	0.00220064222569391	J(x)
595	595	0.00241690799987822	J(x)
596	596	0.00241690799987822	J(x)
597	597	0.00252798705317204	J(x)
598	598	0.00252798705317204	J(x)
599	599	0.00241690799987822	J(x)
600	600	0.00209549620837469	J(x)
601	601	0.00220064222569391	J(x)
602	602	0.00241690799987822	J(x)
603	603	0.00241690799987822	J(x)
604	604	0.00230778640531493	J(x)
605	605	0.00220064222569391	J(x)
606	606	0.00209549620837469	J(x)
607	607	0.00199236994793638	J(x)
608	608	0.00209549620837469	J(x)
609	609	0.00220064222569391	J(x)
610	610	0.00230778640531493	J(x)
611	611	0.00252798705317204	J(x)
612	612	0.00252798705317204	J(x)
613	613	0.00252798705317204	J(x)
614	614	0.0027559413657987	J(x)
615	615	0.0027559413657987	J(x)
616	616	0.00323453820419467	J(x)
617	617	0.00323453820419467	J(x)
618	618	0.00323453820419467	J(x)
619	619	0.00361282447113821	J(x)
620	620	0.00374252323222468	J(x)
621	621	0.00427896867097272	J(x)
622	622	0.0048430486168124	J(x)
623	623	0.00528379460856688	J(x)
624	624	0.00620953637204822	J(x)
625	625	0.00685864989906378	J(x)
626	626	0.00685864989906378	J(x)
627	627	0.00753267642321285	J(x)
628	628	0.00736186263780259	J(x)
629	629	0.00753267642321285	J(x)
630	630	0.00753267642321285	J(x)
631	631	0.00753267642321285	J(x)
632	632	0.00753267642321285	J(x)
633	633	0.00770501535511278	J(x)
634	634	0.00770501535511278	J(x)
635	635	0.00770501535511278	J(x)
636	636	0.00770501535511278	J(x)
637	637	0.0078788718786879	J(x)
638	638	0.00770501535511278	J(x)
639	639	0.00753267642321285	J(x)
640	640	0.00770501535511278	J(x)
641	641	0.00770501535511278	J(x)
642	642	0.00805423857858544	J(x)
643	643	0.0085893275834061	J(x)
644	644	0.00823110817450657	J(x)
645	645	0.00823110817450657	J(x)
646	646	0.00823110817450657	J(x)
647	647	0.00805423857858544	J(x)
648	648	0.0078788718786879	J(x)
649	649	0.00770501535511278	J(x)
650	650	0.0078788718786879	J(x)
651	651	0.00702484145093118	J(x)
652	652	0.00685864989906378	J(x)
653	653	0.00653094568951374	J(x)
654	654	0.00558588600589827	J(x)
655	655	0.00528379460856688	J(x)
656	656	0.00469947976611293	J(x)
657	657	0.00455760249394027	J(x)
658	658	0.00400724217200796	J(x)
659	659	0.00387400027531467	J(x)
660	660	0.00374252323222468	J(x)
661	661	0.00299150369064653	J(x)
662	662	0.00287278023227452	J(x)
663	663	0.0027559413657987	J(x)
664	664	0.00252798705317204	J(x)
665	665	0.00252798705317204	J(x)
666	666	0.00252798705317204	J(x)
667	667	0.00252798705317204	J(x)
668	668	0.00241690799987822	J(x)
669	669	0.00252798705317204	J(x)
670	670	0.00252798705317204	J(x)
671	671	0.00264100434920086	J(x)
672	672	0.00230778640531493	J(x)
673	673	0.00230778640531493	J(x)
674	674	0.00230778640531493	J(x)
675	675	0.00220064222569391	J(x)
676	676	0.00252798705317204	J(x)
677	677	0.00230778640531493	J(x)
678	678	0.00230778640531493	J(x)
679	679	0.00230778640531493	J(x)
680	680	0.00252798705317204	J(x)
681	681	0.00252798705317204	J(x)
682	682	0.00252798705317204	J(x)
683	683	0.00241690799987822	J(x)
684	684	0.00264100434920086	J(x)
685	685	0.00299150369064653	J(x)
686	686	0.00299150369064653	J(x)
687	687	0.00287278023227452	J(x)
688	688	0.00287278023227452	J(x)
689	689	0.00299150369064653	J(x)
690	690	0.00311209506008017	J(x)
691	691	0.00287278023227452	J(x)
692	692	0.00287278023227452	J(x)
693	693	0.00299150369064653	J(x)
694	694	0.00287278023227452	J(x)
695	695	0.00299150369064653	J(x)
696	696	0.0027559413657987	J(x)
697	697	0.00299150369064653	J(x)
698	698	0.00299150369064653	J(x)
699	699	0.0027559413657987	J(x)
700	700	0.00299150369064653	J(x)
701	701	0.00287278023227452	J(x)
702	702	0.00287278023227452	J(x)
703	703	0.00323453820419467	J(x)
704	704	0.00335881750094477	J(x)
705	705	0.00348491781482042	J(x)
706	706	0.00374252323222468	J(x)
707	707	0.00374252323222468	J(x)
708	708	0.0122808849310133	J(x)
709	709	1.56341077211876	J(x)
710	710	1.62302633949081	J(x)
711	711	1.84066360605895	J(x)
712	712	1.94745112750078	J(x)
713	713	2.13682242692546	J(x)
714	714	3.89415048171683	J(x)
715	715	5.13262147823782	J(x)
716	716	5.49418337213168	J(x)
717	717	5.86297347398312	J(x)
718	718	6.06720330187166	J(x)
719	719	6.24340956509266	J(x)
720	720	6.28362291129956	J(x)
721	721	6.49339251100248	J(x)
722	722	6.73745095282207	J(x)
723	723	6.92832833526458	J(x)
724	724	7.04187037499982	J(x)
725	725	7.15613138702417	J(x)
726	726	7.23353762336125	J(x)
727	727	7.36914905130003	J(x)
728	728	7.41709768630956	J(x)
729	729	7.60499935255672	J(x)
730	730	7.75869556011149	J(x)
731	731	7.9058161779554	J(x)
732	732	8.14030143013711	J(x)
733	733	8.42785723287989	J(x)
734	734	8.67358620680728	J(x)
735	735	8.93836248559146	J(x)
736	736	9.14034877240891	J(x)
737	737	9.35238896392004	J(x)
738	738	9.35515520432176	J(x)
739	739	8.98188587843233	J(x)
740	740	8.60921743547422	J(x)
741	741	8.30866949232969	J(x)
742	742	8.03575561138807	J(x)
743	743	7.58204852635675	J(x)
744	744	7.00476667409297	J(x)
745	745	6.30732486151183	J(x)
746	746	5.59342279650964	J(x)
747	747	4.95653966541212	J(x)
748	748	4.32141628380722	J(x)
749	749	3.88236715914263	J(x)
750	750	3.73818859364791	J(x)
751	751	3.4712822587807	J(x)
752	752	3.1233225823377	J(x)
753	753	3.0105434101999	J(x)
754	754	2.68710980327947	J(x)
755	755	2.63798141831783	J(x)
756	756	2.56912924489874	J(x)
757	757	2.52085899925495	J(x)
758	758	2.45486716481665	J(x)
759	759	2.37496130341607	J(x)
760	760	2.31851931121942	J(x)
761	761	2.25466477144676	J(x)
762	762	2.21668683861971	J(x)
763	763	2.22773772185574	J(x)
764	764	2.16175475910293	J(x)
765	765	2.08267734852726	J(x)
766	766	1.97903871864232	J(x)
767	767	1.94895079869551	J(x)
768	768	1.89079817074106	J(x)
769	769	1.90564353186854	J(x)
770	770	1.89228066753801	J(x)
771	771	1.90564353186854	J(x)
772	772	1.97753005261411	J(x)
773	773	2.0489214605384	J(x)
774	774	2.07652390970263	J(x)
775	775	2.23564433425812	J(x)
776	776	2.46472236030688	J(x)
777	777	2.43356714333451	J(x)
778	778	2.43029664892528	J(x)
779	779	2.3798238138409	J(x)
780	780	2.40908030072244	J(x)
781	781	2.37334132918523	J(x)
